district,sector,urban_rural,is_near_cbd,house_type,compound_type,num_bedrooms,floor_area_sqm,wall_material,floor_material,roof_material,has_electricity,has_piped_water,has_indoor_toilet,has_kitchen,has_parking,has_fence,has_lightning_rod,has_security_guard,has_water_tank,has_backup_generator,is_furnished,has_sofa,has_beds_mattresses,has_wardrobe,has_dining_set,has_tv,has_fridge,has_washing_machine,has_air_conditioning,has_internet_wifi,distance_to_cbd_km,road_access,num_rooms_total,monthly_rent_rwf,data_source,generated_date
Gasabo,Rusororo,rural,0,shared_compound,ghetto,2,52.2,mud_brick,cement,iron_sheet,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.5,murram,3,44000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,1,apartment,standalone_fenced,2,28.1,brick,tiles,iron_sheet,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.1,tarmac,5,200000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,peri_urban,0,shared_compound,gated_community,2,57.3,concrete,cement,iron_sheet,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.3,murram,5,167000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,rural,0,standalone,standalone_fenced,3,45.3,mud_brick,wood,grass,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9.0,footpath,4,234000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,rural,0,standalone,standalone_open,3,73.2,mixed,earth,iron_sheet,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,footpath,6,102000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kimironko,urban,1,standalone,standalone_fenced,2,34.4,mud_brick,cement,iron_sheet,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8,murram,3,135000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,villa,apartment_block,4,78.1,concrete,cement,iron_sheet,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3.8,tarmac,5,479000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,standalone,standalone_fenced,3,48.6,concrete,earth,iron_sheet,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,tarmac,5,158000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,standalone,gated_community,2,33.6,mixed,tiles,iron_sheet,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.2,murram,4,240000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,peri_urban,0,villa,standalone_open,4,59.1,brick,cement,concrete,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,5.5,murram,7,345000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gikomero,rural,0,standalone,standalone_open,2,47.5,wood,tiles,iron_sheet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.5,footpath,3,27000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rusororo,rural,0,standalone,standalone_open,2,39.6,mud_brick,earth,iron_sheet,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12.2,footpath,3,83000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,urban,0,apartment,apartment_block,4,55.2,brick,tiles,iron_sheet,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,7.3,tarmac,5,177000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,0,villa,apartment_block,5,121.7,brick,tiles,tiles,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.7,tarmac,6,653000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Ndera,peri_urban,0,apartment,ghetto,4,109.4,mixed,cement,iron_sheet,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10.8,murram,6,132000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,urban,1,apartment,ghetto,1,19.4,brick,tiles,tiles,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1.9,tarmac,4,318000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jabana,rural,0,shared_compound,standalone_open,1,25.9,mud_brick,cement,iron_sheet,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,footpath,3,65000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,peri_urban,0,standalone,ghetto,2,55.6,mud_brick,earth,iron_sheet,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,tarmac,4,81000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,urban,0,apartment,apartment_block,1,27.9,concrete,tiles,concrete,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,7.7,murram,2,134000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Ndera,peri_urban,0,standalone,standalone_fenced,4,70.0,brick,earth,iron_sheet,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13.7,murram,5,115000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,urban,1,standalone,gated_community,3,64.2,mixed,cement,tiles,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2.3,tarmac,5,267000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,shared_compound,gated_community,2,49.5,concrete,cement,concrete,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,tarmac,4,212000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,peri_urban,0,standalone,ghetto,3,86.0,concrete,cement,iron_sheet,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,20.5,tarmac,6,99000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kimironko,urban,0,shared_compound,apartment_block,1,18.0,concrete,cement,concrete,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,tarmac,4,93000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,0,apartment,gated_community,1,23.3,brick,tiles,grass,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,5.5,tarmac,4,323000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rutunga,rural,0,standalone,standalone_open,2,43.4,mixed,cement,tiles,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22.6,murram,5,33000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,peri_urban,1,shared_compound,ghetto,1,18.4,mixed,cement,tiles,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.9,murram,4,87000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,peri_urban,0,standalone,ghetto,3,83.7,concrete,earth,concrete,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,14.2,footpath,6,213000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gikomero,rural,0,standalone,standalone_open,2,31.3,brick,earth,tiles,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.1,murram,3,32000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Ndera,peri_urban,0,shared_compound,gated_community,2,51.0,concrete,cement,tiles,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9.3,tarmac,3,139000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Ndera,rural,0,standalone,standalone_open,1,25.6,brick,earth,iron_sheet,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.1,murram,4,37000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gikomero,rural,0,shared_compound,ghetto,1,18.3,mud_brick,earth,iron_sheet,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.0,footpath,4,10000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,urban,0,shared_compound,apartment_block,1,24.0,brick,cement,tiles,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,murram,4,84000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jabana,peri_urban,0,apartment,standalone_fenced,4,65.2,brick,cement,iron_sheet,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10.5,tarmac,5,147000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kimironko,peri_urban,0,apartment,standalone_fenced,3,73.3,mixed,cement,iron_sheet,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5.3,murram,6,195000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,peri_urban,0,villa,apartment_block,3,50.3,brick,cement,iron_sheet,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,6.9,murram,6,235000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jabana,peri_urban,0,standalone,standalone_open,2,44.2,mud_brick,tiles,tiles,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.1,tarmac,4,75000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rutunga,rural,0,standalone,standalone_fenced,1,18.0,brick,cement,iron_sheet,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20.4,murram,3,42000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kimironko,urban,1,apartment,gated_community,2,55.3,mixed,tiles,iron_sheet,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3.6,tarmac,3,418000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gikomero,rural,0,standalone,standalone_open,3,58.1,mud_brick,cement,iron_sheet,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.2,footpath,4,73000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,rural,0,shared_compound,ghetto,2,48.2,brick,cement,iron_sheet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,murram,3,18000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,peri_urban,0,shared_compound,standalone_open,2,42.1,brick,earth,iron_sheet,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.8,murram,4,92000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rusororo,rural,0,shared_compound,ghetto,1,24.6,mud_brick,cement,iron_sheet,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18.4,footpath,2,17000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,urban,0,apartment,gated_community,2,53.8,brick,cement,tiles,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,10.3,tarmac,3,321000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jabana,rural,0,standalone,standalone_fenced,2,42.0,brick,earth,iron_sheet,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,murram,5,75000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,1,apartment,apartment_block,2,28.2,mud_brick,tiles,iron_sheet,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,3.7,tarmac,5,198000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,peri_urban,0,shared_compound,ghetto,1,18.0,mud_brick,cement,iron_sheet,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,13.9,murram,3,44000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,0,standalone,standalone_open,3,82.5,brick,cement,concrete,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,tarmac,5,140000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,peri_urban,1,apartment,standalone_open,3,44.3,concrete,cement,iron_sheet,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.9,murram,6,238000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,standalone,gated_community,2,51.2,mixed,cement,iron_sheet,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.5,tarmac,4,255000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,rural,0,shared_compound,ghetto,2,38.7,mixed,cement,iron_sheet,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,tarmac,5,21000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,rural,0,shared_compound,standalone_open,1,20.3,brick,cement,grass,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.8,murram,3,30000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,peri_urban,0,shared_compound,standalone_open,1,18.0,brick,tiles,iron_sheet,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.1,footpath,2,69000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rusororo,rural,0,standalone,standalone_open,3,71.5,mud_brick,earth,grass,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.9,footpath,4,56000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,peri_urban,0,standalone,apartment_block,3,42.1,brick,tiles,iron_sheet,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7.3,murram,4,235000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,peri_urban,1,standalone,standalone_open,2,42.2,brick,tiles,iron_sheet,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.9,murram,5,163000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gikomero,rural,0,shared_compound,gated_community,2,31.4,mixed,cement,iron_sheet,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,18.5,footpath,3,247000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,urban,1,standalone,gated_community,2,47.6,concrete,cement,iron_sheet,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,tarmac,3,265000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,standalone,apartment_block,1,26.8,brick,cement,iron_sheet,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.8,tarmac,3,157000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,peri_urban,0,standalone,apartment_block,3,71.3,concrete,cement,iron_sheet,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,18.6,murram,4,70000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,rural,0,shared_compound,standalone_open,2,30.9,mud_brick,cement,iron_sheet,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,murram,5,72000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kimironko,urban,0,shared_compound,apartment_block,2,42.6,brick,cement,concrete,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.4,tarmac,4,131000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Ndera,peri_urban,0,villa,gated_community,3,58.0,mud_brick,cement,iron_sheet,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,17.0,murram,5,419000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gikomero,rural,0,standalone,standalone_fenced,2,38.9,brick,earth,iron_sheet,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,footpath,4,43000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,peri_urban,0,standalone,ghetto,3,42.5,mixed,earth,iron_sheet,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,14.1,murram,5,206000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,peri_urban,1,apartment,ghetto,3,76.8,brick,cement,tiles,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3.5,footpath,5,178000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,0,apartment,gated_community,2,43.8,brick,tiles,concrete,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,4.2,tarmac,3,456000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kimironko,urban,0,villa,standalone_fenced,4,99.2,brick,cement,concrete,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,6.1,footpath,5,383000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,rural,0,standalone,standalone_open,2,56.5,brick,earth,iron_sheet,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,tarmac,4,96000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jabana,peri_urban,0,apartment,standalone_fenced,2,35.9,concrete,tiles,iron_sheet,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,11.2,tarmac,5,230000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,rural,0,shared_compound,standalone_open,1,18.0,brick,earth,iron_sheet,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11.2,footpath,2,57000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,urban,0,villa,apartment_block,3,73.5,brick,tiles,iron_sheet,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,9.2,murram,4,456000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Nduba,rural,0,standalone,standalone_open,3,68.8,mud_brick,earth,iron_sheet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,footpath,5,29000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,peri_urban,1,standalone,standalone_fenced,2,48.0,brick,cement,iron_sheet,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.5,murram,5,217000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,standalone,apartment_block,2,39.3,brick,cement,concrete,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.6,murram,3,149000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,peri_urban,0,standalone,ghetto,2,42.8,mud_brick,tiles,iron_sheet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,tarmac,4,58000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Ndera,rural,0,shared_compound,standalone_open,1,18.0,mud_brick,cement,iron_sheet,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11.3,murram,4,30000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jali,peri_urban,0,shared_compound,standalone_fenced,2,47.2,brick,cement,tiles,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14.5,footpath,5,68000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Ndera,peri_urban,0,standalone,standalone_fenced,3,45.2,brick,tiles,concrete,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17.3,murram,4,91000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,rural,0,apartment,standalone_open,4,90.7,mud_brick,earth,iron_sheet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,footpath,6,107000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,rural,0,standalone,standalone_open,1,18.6,mud_brick,tiles,iron_sheet,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18.4,footpath,4,21000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,rural,0,shared_compound,ghetto,1,27.3,mud_brick,earth,iron_sheet,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.6,footpath,4,10000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jali,rural,0,shared_compound,ghetto,1,18.0,mud_brick,earth,iron_sheet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.0,footpath,3,16000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,apartment,standalone_fenced,3,43.3,wood,cement,iron_sheet,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1.8,tarmac,4,314000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,urban,1,villa,apartment_block,4,84.0,brick,cement,tiles,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1.2,footpath,5,596000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kimironko,urban,0,apartment,gated_community,1,18.8,concrete,cement,iron_sheet,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,5.6,tarmac,3,279000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,0,standalone,apartment_block,4,79.0,wood,cement,concrete,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1,tarmac,6,171000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rutunga,rural,0,apartment,standalone_open,4,77.5,mud_brick,cement,iron_sheet,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,footpath,5,56000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,peri_urban,0,shared_compound,gated_community,1,22.2,mud_brick,cement,tiles,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,5.2,footpath,4,195000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jali,rural,0,shared_compound,standalone_open,2,36.8,mud_brick,tiles,iron_sheet,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,murram,5,21000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gikomero,rural,0,apartment,standalone_open,1,19.8,mud_brick,earth,grass,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.2,murram,2,26000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,rural,0,standalone,ghetto,3,63.2,mud_brick,earth,iron_sheet,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,tarmac,6,75000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jabana,peri_urban,0,standalone,gated_community,3,45.4,brick,cement,iron_sheet,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,8.6,murram,5,209000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,apartment,standalone_open,4,61.5,brick,cement,tiles,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3.1,tarmac,6,328000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,0,standalone,standalone_open,1,27.2,mixed,tiles,tiles,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.7,tarmac,4,155000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,urban,1,standalone,gated_community,2,38.5,brick,tiles,iron_sheet,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2.3,tarmac,3,313000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,standalone,gated_community,3,44.3,concrete,cement,tiles,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,tarmac,6,261000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rusororo,rural,0,standalone,ghetto,2,51.2,brick,earth,iron_sheet,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13.8,murram,4,47000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rusororo,rural,0,standalone,standalone_fenced,3,81.6,mixed,earth,iron_sheet,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,murram,5,72000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,rural,0,standalone,standalone_fenced,3,82.7,mud_brick,earth,iron_sheet,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,12.8,tarmac,5,124000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,1,shared_compound,apartment_block,2,40.8,concrete,cement,tiles,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.1,tarmac,4,150000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Jali,rural,0,apartment,standalone_open,2,53.9,brick,cement,iron_sheet,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.6,murram,3,70000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kacyiru,urban,1,apartment,gated_community,3,68.0,concrete,tiles,iron_sheet,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1.3,murram,4,423000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,urban,0,villa,apartment_block,3,83.4,mixed,cement,concrete,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,4.9,tarmac,6,375000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Remera,urban,1,apartment,gated_community,2,54.6,brick,cement,tiles,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1.8,tarmac,3,291000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Bumbogo,peri_urban,0,standalone,standalone_fenced,2,44.9,brick,cement,iron_sheet,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.5,murram,5,87000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,peri_urban,0,standalone,gated_community,3,61.1,concrete,tiles,tiles,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,10.8,murram,6,241000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Rusororo,peri_urban,0,standalone,ghetto,2,49.9,brick,cement,iron_sheet,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,18.5,footpath,4,169000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Kinyinya,peri_urban,0,standalone,standalone_fenced,2,53.3,brick,earth,iron_sheet,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,7.4,tarmac,4,247000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,0,standalone,standalone_open,1,18.1,concrete,cement,iron_sheet,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.3,murram,3,101000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gisozi,peri_urban,0,shared_compound,apartment_block,2,44.0,brick,cement,tiles,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,murram,4,80000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Gatsata,urban,1,standalone,standalone_open,3,55.7,concrete,cement,tiles,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.5,footpath,4,158000,synthetic_nisr_calibrated,2026-07-13
Gasabo,Shyorongi,peri_urban,0,standalone,ghetto,2,27.5,brick,tiles,iron_sheet,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18.1,tarmac,3,40000,synthetic_nisr_calibrated,2026-07-13
