district,sector,urban_rural,is_near_lake,house_type,num_bedrooms,num_rooms_total,floor_area_sqm,wall_material,floor_material,roof_material,has_electricity,has_piped_water,has_indoor_toilet,has_kitchen,has_parking,distance_to_town_km,road_access,monthly_rent_rwf,data_source,generated_date
Nyamasheke,Cyato,rural,0,shared_compound,1,3,47.1,concrete,earth,iron_sheet,0,0,1,1,0,13.0,footpath,11300.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,3,4,74.9,mud_brick,cement,grass,0,0,0,1,0,15.7,murram,14400.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,4,7,92.0,brick,earth,iron_sheet,0,0,0,1,0,16.7,footpath,17600.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,apartment,2,5,64.7,brick,cement,iron_sheet,0,0,0,1,0,4.9,footpath,35700.0,synthetic,2026-06-19
Nyamasheke,Shangi,urban,0,apartment,2,3,66.8,brick,tiles,concrete,1,0,1,1,1,0.7,murram,111800.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,shared_compound,1,3,41.4,brick,earth,tiles,1,0,0,1,0,28.4,murram,9400.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,apartment,2,4,78.0,concrete,earth,iron_sheet,1,1,0,1,1,4.9,murram,53200.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,apartment,2,3,72.9,mud_brick,tiles,iron_sheet,0,0,0,1,0,25.0,tarmac,14100.0,synthetic,2026-06-19
Nyamasheke,Shangi,peri_urban,0,apartment,1,2,55.6,mud_brick,tiles,iron_sheet,0,0,1,1,0,6.5,tarmac,40400.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,1,duplex,4,7,84.1,mud_brick,tiles,iron_sheet,0,0,0,1,0,13.4,murram,36500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,shared_compound,2,5,75.0,mud_brick,cement,concrete,0,1,1,1,0,6.9,tarmac,48300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,standalone,3,5,85.5,concrete,tiles,iron_sheet,1,0,0,1,1,0.9,murram,109900.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,1,standalone,2,5,83.1,concrete,earth,tiles,0,0,0,0,0,19.0,murram,25400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,2,37.1,concrete,cement,iron_sheet,0,0,0,0,0,20.9,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,standalone,2,4,67.7,brick,earth,iron_sheet,0,0,0,1,0,9.4,murram,27200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,1,apartment,2,5,57.5,wood,cement,iron_sheet,0,1,0,1,0,14.2,footpath,29800.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,apartment,2,5,74.2,mud_brick,earth,iron_sheet,0,0,0,1,0,23.9,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,3,4,76.6,mud_brick,wood,iron_sheet,1,0,0,1,0,15.4,footpath,26300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,shared_compound,1,4,51.7,mud_brick,cement,iron_sheet,0,0,0,1,0,6.0,tarmac,28600.0,synthetic,2026-06-19
Nyamasheke,Cyato,peri_urban,0,standalone,4,5,97.1,mud_brick,earth,iron_sheet,1,1,1,0,0,7.8,tarmac,55000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,2,5,67.9,brick,cement,iron_sheet,0,1,0,1,0,13.6,tarmac,33600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,apartment,2,5,52.3,brick,cement,iron_sheet,1,0,0,0,1,4.5,tarmac,47900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,3,5,97.2,concrete,earth,tiles,0,1,0,1,0,3.7,tarmac,64600.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,1,shared_compound,2,5,59.2,mud_brick,cement,tiles,0,0,1,0,1,20.3,murram,23800.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,1,standalone,2,4,60.9,brick,earth,grass,1,1,1,1,1,23.9,murram,40900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,shared_compound,2,5,72.1,mud_brick,earth,iron_sheet,1,0,0,1,1,8.9,footpath,26700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,standalone,2,4,67.0,brick,cement,concrete,1,1,1,1,1,6.0,tarmac,75200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,1,3,46.6,concrete,cement,iron_sheet,1,1,0,0,1,22.1,murram,27000.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,0,standalone,3,6,82.6,concrete,tiles,tiles,0,1,1,1,1,0.6,murram,108700.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,apartment,1,3,53.0,brick,cement,tiles,0,0,0,1,0,17.7,murram,13100.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,1,standalone,3,4,79.5,mud_brick,earth,concrete,0,0,0,1,1,16.4,footpath,26000.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,1,2,50.3,mud_brick,cement,iron_sheet,1,1,0,1,0,24.6,murram,22100.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,2,3,63.2,mixed,cement,iron_sheet,0,0,0,0,0,16.7,murram,9500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,2,4,60.8,concrete,cement,tiles,1,0,0,1,0,8.9,murram,49900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,3,5,90.3,concrete,cement,grass,0,0,0,1,1,11.5,tarmac,46500.0,synthetic,2026-06-19
Nyamasheke,Cyato,peri_urban,0,standalone,3,6,73.8,brick,cement,tiles,0,1,1,0,0,8.9,murram,49500.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,apartment,2,5,55.7,concrete,cement,tiles,0,0,0,1,0,29.1,murram,9500.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,villa,3,5,92.4,mud_brick,cement,tiles,1,1,0,1,0,1.4,murram,114100.0,synthetic,2026-06-19
Nyamasheke,Cyato,peri_urban,0,standalone,3,5,101.2,mud_brick,cement,iron_sheet,0,1,0,1,1,9.2,tarmac,51600.0,synthetic,2026-06-19
Nyamasheke,Kibogora,urban,0,apartment,1,2,50.4,concrete,tiles,iron_sheet,1,0,1,1,1,1.1,tarmac,83100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,1,3,44.4,brick,earth,iron_sheet,0,1,0,1,0,15.3,footpath,22100.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,shared_compound,2,5,50.3,mud_brick,wood,iron_sheet,0,0,0,1,0,10.4,murram,11500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,1,2,40.3,brick,wood,iron_sheet,1,0,1,1,0,18.7,murram,23500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,apartment,2,5,70.6,mud_brick,tiles,iron_sheet,1,0,0,1,0,8.8,tarmac,41700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,1,4,44.8,mud_brick,cement,grass,0,0,0,1,0,17.5,murram,13400.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,shared_compound,2,5,74.3,mud_brick,cement,iron_sheet,0,0,0,0,0,21.3,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,apartment,3,6,90.1,brick,tiles,tiles,1,0,1,1,0,1.2,murram,109600.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,standalone,2,5,72.7,mud_brick,cement,iron_sheet,1,0,0,1,0,18.7,footpath,18900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,3,4,73.6,mud_brick,wood,iron_sheet,0,0,0,1,1,11.0,murram,34500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,duplex,4,6,112.7,wood,earth,iron_sheet,0,1,0,1,0,13.0,tarmac,52900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,1,2,51.3,wood,earth,iron_sheet,0,0,0,1,0,18.2,tarmac,10200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,apartment,2,4,67.6,mud_brick,cement,iron_sheet,1,1,1,1,1,7.4,tarmac,53700.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,standalone,4,5,86.2,concrete,earth,tiles,0,1,1,1,0,5.8,tarmac,69700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,2,4,57.2,mud_brick,cement,iron_sheet,1,1,0,1,0,3.8,murram,37200.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,villa,5,7,96.3,brick,cement,tiles,0,1,0,1,0,2.9,murram,184200.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,2,5,55.2,mud_brick,tiles,iron_sheet,0,0,1,0,0,12.6,footpath,12500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,2,4,60.5,mud_brick,earth,iron_sheet,1,0,1,1,0,27.7,footpath,15400.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,0,duplex,1,2,42.1,brick,tiles,tiles,1,1,1,1,0,1.0,murram,91000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,apartment,2,4,64.2,mud_brick,cement,iron_sheet,1,0,1,1,0,3.9,footpath,45300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,duplex,2,4,53.3,wood,cement,iron_sheet,0,1,1,1,1,3.2,tarmac,66500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,shared_compound,1,4,48.1,mud_brick,cement,tiles,1,0,0,1,0,17.3,tarmac,24400.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,1,shared_compound,1,4,57.1,mixed,earth,iron_sheet,0,1,0,0,0,16.8,footpath,19200.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,3,39.7,mud_brick,earth,tiles,0,0,0,0,0,28.7,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,4,40.3,brick,earth,iron_sheet,0,0,0,1,1,13.9,tarmac,18600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,2,4,50.4,brick,earth,iron_sheet,1,0,1,0,0,3.0,tarmac,44700.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,3,6,100.7,wood,wood,iron_sheet,0,0,1,0,1,22.3,footpath,16400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,shared_compound,1,4,48.0,concrete,earth,tiles,1,0,1,1,0,3.2,tarmac,43700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,3,6,91.5,mud_brick,earth,iron_sheet,1,0,0,0,0,26.8,footpath,15900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,standalone,3,6,71.7,concrete,wood,tiles,1,1,1,1,1,9.6,footpath,71800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,2,37.9,concrete,earth,grass,1,0,0,1,0,18.6,footpath,12000.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,shared_compound,2,3,57.1,wood,cement,tiles,0,0,0,1,0,27.0,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,2,36.0,brick,cement,tiles,1,1,0,0,0,23.8,footpath,17100.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,apartment,1,4,40.8,brick,tiles,iron_sheet,0,1,0,1,0,22.1,tarmac,20800.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,apartment,2,5,58.0,concrete,cement,iron_sheet,1,1,0,0,0,6.7,tarmac,57900.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,1,shared_compound,1,4,43.0,brick,earth,iron_sheet,0,0,0,0,1,5.2,tarmac,34300.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,1,duplex,2,5,65.6,brick,earth,tiles,0,0,0,1,0,29.7,murram,15200.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,1,shared_compound,2,5,65.1,mixed,cement,concrete,1,0,1,1,0,1.6,tarmac,80600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,4,41.1,brick,cement,concrete,0,0,1,1,0,25.3,tarmac,13500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,2,3,68.0,mud_brick,cement,iron_sheet,0,1,0,1,1,23.3,footpath,27800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,duplex,3,6,92.2,mud_brick,earth,concrete,1,0,1,1,0,13.1,murram,51400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,apartment,2,5,53.8,mud_brick,cement,iron_sheet,0,0,1,1,0,26.3,murram,19900.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,1,shared_compound,2,3,64.3,mud_brick,cement,iron_sheet,0,0,0,1,0,26.6,murram,13500.0,synthetic,2026-06-19
Nyamasheke,Kibogora,urban,0,apartment,3,4,70.0,mixed,cement,iron_sheet,1,0,1,1,0,2.1,tarmac,84500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,3,6,98.8,brick,cement,tiles,0,0,1,1,0,20.6,murram,27600.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,shared_compound,1,2,50.0,mud_brick,cement,grass,0,1,1,0,0,29.0,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,2,5,74.0,concrete,earth,iron_sheet,0,0,0,1,0,29.6,footpath,11700.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,2,3,66.5,brick,earth,grass,0,0,0,1,1,20.0,murram,11800.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,villa,4,7,86.0,brick,cement,tiles,1,0,1,1,1,0.8,tarmac,159600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,2,3,83.0,mixed,tiles,iron_sheet,1,0,0,1,0,20.5,tarmac,35200.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,4,43.8,brick,cement,iron_sheet,1,1,1,1,0,22.8,murram,29800.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,1,standalone,1,2,57.9,brick,cement,tiles,1,1,1,1,0,7.6,tarmac,57200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,1,standalone,2,4,47.5,brick,cement,iron_sheet,0,0,0,1,0,12.1,murram,23200.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,4,6,84.7,brick,cement,tiles,0,1,0,0,0,11.4,tarmac,38300.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,1,apartment,1,4,46.2,mud_brick,cement,tiles,1,1,1,1,0,1.6,tarmac,73400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,duplex,2,4,67.8,mud_brick,earth,iron_sheet,0,0,1,0,0,29.8,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,2,5,68.7,brick,cement,iron_sheet,0,0,0,0,1,3.9,tarmac,47500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,2,5,67.0,brick,tiles,iron_sheet,1,0,1,0,0,9.0,tarmac,53600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,apartment,2,3,55.8,brick,earth,grass,1,1,0,1,0,6.2,tarmac,54800.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,shared_compound,1,2,52.0,brick,earth,iron_sheet,1,0,0,1,1,4.2,murram,35700.0,synthetic,2026-06-19
Nyamasheke,Mahembe,urban,0,apartment,1,3,45.5,mud_brick,cement,grass,1,1,0,1,0,1.9,tarmac,54900.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,1,shared_compound,2,5,76.1,mud_brick,cement,iron_sheet,1,0,1,0,1,0.9,footpath,66800.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,1,shared_compound,2,3,59.2,brick,earth,iron_sheet,1,0,0,0,0,22.2,footpath,19500.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,2,5,66.8,mud_brick,earth,tiles,1,0,0,1,0,25.2,footpath,15100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,3,6,81.4,mud_brick,cement,tiles,1,1,1,0,0,7.2,tarmac,52400.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,shared_compound,2,3,72.8,brick,cement,iron_sheet,1,0,1,1,0,4.8,tarmac,48000.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,4,5,92.6,mud_brick,earth,tiles,1,0,0,1,0,12.4,footpath,35000.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,1,standalone,3,5,82.4,brick,earth,grass,1,0,1,1,0,3.8,footpath,51300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,shared_compound,1,2,47.7,brick,cement,concrete,0,0,0,1,0,6.4,tarmac,32300.0,synthetic,2026-06-19
Nyamasheke,Shangi,urban,0,standalone,3,6,72.4,mixed,tiles,iron_sheet,1,1,1,1,1,0.9,murram,89100.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,2,5,62.3,brick,cement,tiles,1,0,0,1,0,25.1,murram,19900.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,apartment,2,4,58.2,wood,cement,iron_sheet,1,1,1,1,1,0.9,tarmac,72200.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,1,apartment,2,5,74.8,brick,earth,tiles,1,1,1,1,0,1.5,tarmac,104400.0,synthetic,2026-06-19
Nyamasheke,Shangi,urban,0,apartment,2,5,68.9,concrete,cement,iron_sheet,1,1,1,1,0,2.0,tarmac,90200.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,standalone,2,3,62.0,concrete,earth,iron_sheet,1,0,0,1,0,16.4,murram,25300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,standalone,2,4,65.4,brick,cement,iron_sheet,1,0,0,1,0,1.1,murram,69500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,3,5,90.3,mud_brick,earth,concrete,1,0,0,1,0,14.1,footpath,29700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,shared_compound,1,3,43.3,brick,cement,tiles,0,1,1,0,0,10.5,murram,23200.0,synthetic,2026-06-19
Nyamasheke,Mahembe,peri_urban,0,standalone,2,3,66.6,brick,cement,iron_sheet,1,0,0,0,1,4.6,tarmac,52100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,2,4,72.6,brick,cement,grass,1,0,0,1,0,7.4,tarmac,39700.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,3,5,79.5,mud_brick,earth,iron_sheet,1,0,0,1,0,14.4,footpath,26400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,villa,4,5,70.6,mud_brick,tiles,tiles,0,1,0,1,0,18.1,murram,47000.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,duplex,4,5,79.6,mud_brick,earth,tiles,0,0,0,0,0,19.9,footpath,11300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,apartment,3,4,87.2,wood,earth,iron_sheet,0,0,1,1,0,29.5,footpath,16900.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,duplex,2,3,66.2,mud_brick,cement,tiles,0,0,1,1,0,15.0,footpath,21000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,1,4,35.7,concrete,cement,iron_sheet,1,0,0,1,0,13.9,murram,23600.0,synthetic,2026-06-19
Nyamasheke,Cyato,peri_urban,1,apartment,2,4,62.5,mud_brick,earth,tiles,1,1,0,0,0,7.0,tarmac,52300.0,synthetic,2026-06-19
Nyamasheke,Mahembe,urban,0,apartment,2,3,70.6,mud_brick,tiles,iron_sheet,1,1,0,1,0,1.0,murram,65600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,4,40.5,brick,cement,iron_sheet,0,0,0,0,0,20.3,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,1,shared_compound,1,3,38.1,wood,earth,tiles,1,0,0,1,0,13.0,murram,28000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,1,standalone,3,5,63.3,concrete,tiles,iron_sheet,0,0,0,1,0,16.1,footpath,25400.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,2,4,81.6,brick,earth,iron_sheet,1,1,0,1,0,29.6,footpath,21000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,3,6,61.0,mud_brick,cement,iron_sheet,0,0,0,0,0,21.4,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,4,6,114.6,brick,earth,iron_sheet,0,0,0,1,0,24.0,footpath,24400.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,2,5,77.2,mud_brick,cement,grass,0,1,1,0,1,5.5,murram,37700.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,1,standalone,2,5,54.2,concrete,earth,iron_sheet,0,0,0,1,0,7.9,tarmac,42600.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,2,4,73.0,mud_brick,cement,iron_sheet,0,0,0,1,0,26.5,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,3,4,67.1,wood,cement,iron_sheet,0,0,0,0,0,19.1,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,1,apartment,1,3,44.1,mud_brick,earth,iron_sheet,1,0,0,1,0,26.3,murram,19000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,duplex,1,2,55.1,mud_brick,earth,grass,1,0,0,1,0,6.9,murram,25600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,1,duplex,3,5,82.7,brick,tiles,iron_sheet,1,0,1,1,0,0.8,tarmac,130600.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,2,4,68.0,wood,earth,grass,1,1,0,1,1,17.2,footpath,27400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,2,4,66.4,mud_brick,earth,iron_sheet,1,0,0,1,0,10.5,murram,29300.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,2,4,52.0,brick,earth,tiles,0,1,0,0,0,14.1,murram,18700.0,synthetic,2026-06-19
Nyamasheke,Kibogora,urban,0,villa,5,7,109.6,brick,tiles,iron_sheet,1,1,1,1,0,0.9,murram,190600.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,1,standalone,4,5,94.8,brick,earth,tiles,0,1,0,1,0,7.4,tarmac,70800.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,shared_compound,2,4,70.9,wood,cement,iron_sheet,0,0,0,1,0,11.6,tarmac,20900.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,apartment,2,5,61.2,concrete,wood,iron_sheet,1,0,0,1,0,19.3,murram,28900.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,3,4,59.6,brick,cement,iron_sheet,0,0,1,1,0,6.4,murram,48100.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,3,5,88.5,concrete,cement,iron_sheet,1,0,0,1,0,25.5,footpath,25800.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,3,5,92.7,mixed,wood,grass,0,0,0,0,0,24.4,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,1,4,48.4,concrete,cement,tiles,1,0,0,0,0,28.1,murram,23000.0,synthetic,2026-06-19
Nyamasheke,Nkanka,urban,1,apartment,2,5,64.2,brick,tiles,grass,1,0,1,1,1,0.9,tarmac,92000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,3,54.9,brick,cement,iron_sheet,1,0,0,1,0,13.6,murram,23500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,1,shared_compound,2,3,72.7,concrete,earth,iron_sheet,1,0,1,1,0,2.6,tarmac,69900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,3,4,66.0,wood,earth,grass,0,0,0,1,0,14.7,murram,21900.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,apartment,3,5,62.2,mud_brick,cement,tiles,1,1,1,0,0,7.6,tarmac,54400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,2,4,62.2,concrete,cement,iron_sheet,1,1,1,1,0,25.4,footpath,27400.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,2,4,64.9,wood,earth,iron_sheet,0,0,1,1,0,5.5,murram,29600.0,synthetic,2026-06-19
Nyamasheke,Mahembe,urban,0,apartment,1,3,44.5,mixed,cement,concrete,1,0,1,1,0,2.2,murram,64900.0,synthetic,2026-06-19
Nyamasheke,Mahembe,peri_urban,1,standalone,4,7,115.2,concrete,cement,grass,0,0,0,0,0,3.7,tarmac,59900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,shared_compound,1,2,46.5,brick,cement,tiles,1,1,1,1,0,1.3,murram,66700.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,0,standalone,3,6,80.2,mud_brick,tiles,concrete,1,1,1,1,1,1.7,tarmac,111300.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,2,5,60.2,brick,cement,iron_sheet,1,1,1,1,0,29.7,murram,26700.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,1,apartment,2,5,74.4,mud_brick,earth,iron_sheet,0,0,0,1,0,19.7,footpath,19100.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,2,5,76.6,mud_brick,cement,iron_sheet,0,0,0,0,0,10.7,footpath,12900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,1,4,56.1,brick,earth,grass,0,1,0,1,0,14.0,murram,18000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,2,5,56.3,brick,tiles,iron_sheet,0,0,1,1,1,17.8,footpath,25800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,2,5,79.6,brick,cement,iron_sheet,0,1,0,1,0,20.0,murram,32700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,3,48.6,mud_brick,cement,iron_sheet,0,0,1,1,0,11.9,tarmac,20800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,1,2,56.1,concrete,earth,iron_sheet,0,0,0,1,0,14.1,footpath,9100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,standalone,1,3,60.9,brick,cement,iron_sheet,1,0,0,1,1,9.1,murram,47000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,standalone,2,5,66.6,wood,earth,iron_sheet,1,0,0,1,0,5.4,murram,32300.0,synthetic,2026-06-19
