district,sector,urban_rural,house_type,num_bedrooms,num_rooms_total,floor_area_sqm,wall_material,floor_material,roof_material,has_electricity,has_piped_water,has_indoor_toilet,has_kitchen,has_parking,distance_to_cbd_km,road_access,is_near_cbd,monthly_rent_rwf,data_source
Gasabo,Remera,urban,standalone,2,3,49.5,brick,earth,tiles,1,1,1,1,0,4.9,murram,0,178000,EICV5_synthetic
Gasabo,Kimironko,urban,apartment,2,3,39.9,brick,tiles,iron_sheet,1,1,1,1,0,2.8,murram,1,53000,EICV5_synthetic
Gasabo,Gikomero,rural,standalone,2,3,32.3,mud_brick,cement,iron_sheet,1,0,1,1,0,18.1,footpath,0,56000,EICV5_synthetic
Gasabo,Bumbogo,urban,shared_compound,2,3,45.3,concrete,tiles,concrete,1,1,1,1,0,2.4,tarmac,1,80000,EICV5_synthetic
Gasabo,Jabana,urban,standalone,2,5,49.4,brick,cement,iron_sheet,1,1,1,1,1,2.2,tarmac,1,40000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,2,5,32.0,mud_brick,earth,tiles,0,0,1,1,0,6.3,murram,0,40000,EICV5_synthetic
Gasabo,Remera,peri_urban,apartment,3,4,50.1,brick,earth,iron_sheet,1,0,0,1,0,4.6,footpath,0,76000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,4,7,61.0,concrete,tiles,concrete,1,1,1,1,0,2.8,tarmac,1,92000,EICV5_synthetic
Gasabo,Bumbogo,urban,standalone,3,5,77.7,brick,tiles,iron_sheet,1,1,0,1,1,4.3,tarmac,0,161000,EICV5_synthetic
Gasabo,Kimironko,urban,shared_compound,3,5,78.6,mixed,cement,iron_sheet,1,1,0,1,0,2.8,tarmac,1,42000,EICV5_synthetic
Gasabo,Jali,peri_urban,apartment,3,5,57.6,brick,earth,iron_sheet,1,1,1,1,1,7.8,tarmac,0,74000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,2,4,43.5,mud_brick,tiles,iron_sheet,0,0,0,0,0,3.8,murram,0,115000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,standalone,2,5,41.6,brick,tiles,iron_sheet,1,1,1,0,0,9.1,murram,0,37000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,shared_compound,1,4,22.3,mixed,tiles,iron_sheet,1,1,1,1,1,3.7,murram,0,30000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,1,2,24.3,mixed,tiles,iron_sheet,1,1,1,1,0,1.7,tarmac,1,61000,EICV5_synthetic
Gasabo,Ndera,rural,standalone,3,5,78.2,mixed,cement,iron_sheet,1,1,1,0,0,24.6,murram,0,24000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,shared_compound,1,2,15.4,brick,earth,tiles,0,1,1,1,1,5.3,tarmac,0,25000,EICV5_synthetic
Gasabo,Gikomero,urban,apartment,3,6,45.9,brick,tiles,tiles,1,0,1,1,1,5.0,murram,0,64000,EICV5_synthetic
Gasabo,Kacyiru,urban,apartment,5,7,105.7,concrete,cement,tiles,1,1,1,1,1,2.9,murram,1,75000,EICV5_synthetic
Gasabo,Nduba,urban,standalone,1,4,25.9,concrete,cement,tiles,1,1,1,0,1,3.9,tarmac,0,58000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,4,7,67.7,brick,cement,iron_sheet,1,1,1,1,1,1.6,tarmac,1,40000,EICV5_synthetic
Gasabo,Gatsata,urban,apartment,2,5,49.9,mixed,cement,iron_sheet,1,1,1,0,0,2.4,murram,1,85000,EICV5_synthetic
Gasabo,Shyorongi,urban,apartment,2,5,39.6,mixed,tiles,tiles,0,1,0,1,0,3.5,murram,0,40000,EICV5_synthetic
Gasabo,Rutunga,urban,standalone,2,3,36.4,brick,tiles,iron_sheet,1,1,1,1,1,1.6,murram,1,94000,EICV5_synthetic
Gasabo,Gatsata,peri_urban,apartment,3,6,60.6,mud_brick,earth,iron_sheet,1,0,1,1,0,9.1,murram,0,31000,EICV5_synthetic
Gasabo,Rusororo,urban,apartment,3,4,54.3,brick,cement,iron_sheet,0,0,1,0,0,3.7,tarmac,0,60000,EICV5_synthetic
Gasabo,Remera,urban,shared_compound,4,7,101.8,concrete,cement,concrete,1,1,0,1,1,1.4,tarmac,1,50000,EICV5_synthetic
Gasabo,Ndera,rural,standalone,2,3,30.7,brick,earth,grass,1,0,1,1,0,24.7,murram,0,32000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,standalone,2,3,50.6,brick,tiles,tiles,1,1,1,1,1,11.6,footpath,0,43000,EICV5_synthetic
Gasabo,Bumbogo,urban,shared_compound,3,5,77.4,brick,cement,concrete,1,0,1,1,0,0.6,tarmac,1,82000,EICV5_synthetic
Gasabo,Remera,rural,standalone,3,4,59.5,mud_brick,earth,iron_sheet,1,0,1,1,1,9.5,murram,0,37000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,apartment,1,2,26.9,brick,cement,tiles,0,0,1,1,0,10.4,tarmac,0,109000,EICV5_synthetic
Gasabo,Shyorongi,rural,apartment,3,5,44.2,mud_brick,earth,iron_sheet,1,1,1,1,0,20.2,footpath,0,28000,EICV5_synthetic
Gasabo,Remera,rural,apartment,1,3,19.9,brick,earth,iron_sheet,0,0,0,1,1,9.7,murram,0,29000,EICV5_synthetic
Gasabo,Jabana,urban,shared_compound,1,2,14.4,brick,cement,iron_sheet,1,1,1,1,1,3.1,tarmac,0,40000,EICV5_synthetic
Gasabo,Kimironko,urban,villa,2,5,45.3,concrete,tiles,iron_sheet,1,1,1,1,0,3.0,murram,1,222000,EICV5_synthetic
Gasabo,Jabana,urban,standalone,2,5,29.1,mud_brick,tiles,iron_sheet,1,1,1,1,0,3.7,tarmac,0,40000,EICV5_synthetic
Gasabo,Remera,rural,standalone,2,4,51.4,mud_brick,cement,iron_sheet,0,0,1,1,0,24.2,footpath,0,22000,EICV5_synthetic
Gasabo,Ndera,rural,apartment,3,4,47.9,mixed,earth,grass,0,0,1,0,1,19.1,footpath,0,24000,EICV5_synthetic
Gasabo,Ndera,peri_urban,apartment,3,4,51.8,concrete,earth,iron_sheet,1,0,1,1,1,9.9,murram,0,55000,EICV5_synthetic
Gasabo,Gatsata,rural,standalone,1,4,14.5,mixed,earth,iron_sheet,0,0,1,1,0,11.3,footpath,0,30000,EICV5_synthetic
Gasabo,Ndera,peri_urban,standalone,1,4,18.3,brick,tiles,iron_sheet,1,0,0,1,0,5.6,murram,0,35000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,apartment,3,6,75.2,brick,cement,iron_sheet,1,1,1,1,0,9.3,murram,0,41000,EICV5_synthetic
Gasabo,Remera,peri_urban,apartment,2,5,36.5,brick,cement,iron_sheet,1,1,1,1,0,10.6,footpath,0,25000,EICV5_synthetic
Gasabo,Kimironko,rural,apartment,2,3,30.1,brick,earth,iron_sheet,0,0,1,1,1,13.2,murram,0,58000,EICV5_synthetic
Gasabo,Shyorongi,rural,shared_compound,1,4,19.7,mud_brick,earth,iron_sheet,0,0,0,1,0,24.9,murram,0,26000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,shared_compound,1,3,22.1,mud_brick,cement,tiles,1,0,0,1,0,6.9,footpath,0,37000,EICV5_synthetic
Gasabo,Gikomero,rural,shared_compound,2,4,45.1,brick,cement,iron_sheet,1,0,1,1,0,17.8,footpath,0,34000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,2,5,41.3,brick,tiles,concrete,1,0,1,1,0,4.6,tarmac,0,68000,EICV5_synthetic
Gasabo,Gikomero,urban,standalone,3,6,59.0,concrete,tiles,concrete,1,1,1,1,0,4.6,tarmac,0,186000,EICV5_synthetic
Gasabo,Bumbogo,rural,shared_compound,1,3,19.6,brick,cement,iron_sheet,0,0,1,0,0,17.9,footpath,0,67000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,villa,2,5,30.4,brick,tiles,tiles,1,1,1,1,0,4.9,footpath,0,58000,EICV5_synthetic
Gasabo,Kacyiru,urban,apartment,4,6,98.5,mixed,tiles,iron_sheet,1,1,1,1,0,2.4,tarmac,1,40000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,standalone,2,4,35.3,concrete,tiles,iron_sheet,1,1,0,1,1,3.6,murram,0,50000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,1,2,17.1,brick,tiles,iron_sheet,1,1,1,1,0,1.6,tarmac,1,80000,EICV5_synthetic
Gasabo,Remera,urban,standalone,3,6,57.3,brick,tiles,iron_sheet,1,1,1,1,0,4.2,tarmac,0,134000,EICV5_synthetic
Gasabo,Gatsata,rural,standalone,1,2,21.2,brick,earth,iron_sheet,0,0,1,1,0,13.5,footpath,0,33000,EICV5_synthetic
Gasabo,Jabana,peri_urban,shared_compound,2,3,28.8,concrete,tiles,iron_sheet,1,1,0,1,1,3.7,tarmac,0,53000,EICV5_synthetic
Gasabo,Bumbogo,peri_urban,shared_compound,2,3,46.3,mud_brick,earth,iron_sheet,0,0,0,1,1,7.2,murram,0,104000,EICV5_synthetic
Gasabo,Kacyiru,rural,villa,2,4,42.9,mud_brick,earth,iron_sheet,0,0,1,0,1,18.2,footpath,0,29000,EICV5_synthetic
Gasabo,Remera,urban,standalone,4,7,75.3,brick,cement,iron_sheet,1,1,1,1,0,1.4,tarmac,1,63000,EICV5_synthetic
Gasabo,Kacyiru,urban,shared_compound,3,4,55.4,concrete,cement,tiles,1,1,1,1,0,2.1,tarmac,1,72000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,2,5,29.3,mixed,cement,tiles,1,1,1,1,0,4.2,tarmac,0,43000,EICV5_synthetic
Gasabo,Kacyiru,rural,standalone,1,2,25.4,brick,cement,iron_sheet,1,0,1,1,0,18.3,murram,0,48000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,standalone,2,4,29.5,brick,cement,iron_sheet,1,1,1,1,0,10.5,murram,0,25000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,1,2,26.3,mixed,tiles,iron_sheet,1,1,1,1,0,0.6,tarmac,1,150000,EICV5_synthetic
Gasabo,Jali,urban,standalone,4,5,78.6,mixed,cement,iron_sheet,0,1,1,1,1,0.9,tarmac,1,100000,EICV5_synthetic
Gasabo,Gatsata,rural,villa,3,6,43.3,brick,cement,iron_sheet,0,1,1,1,0,23.8,murram,0,18000,EICV5_synthetic
Gasabo,Kinyinya,rural,apartment,1,2,23.2,brick,cement,iron_sheet,0,0,1,1,0,14.1,footpath,0,22000,EICV5_synthetic
Gasabo,Remera,rural,standalone,3,5,45.4,brick,earth,iron_sheet,0,1,1,1,1,22.1,footpath,0,24000,EICV5_synthetic
Gasabo,Shyorongi,peri_urban,standalone,1,3,18.0,mud_brick,cement,iron_sheet,1,0,1,1,0,9.2,murram,0,25000,EICV5_synthetic
Gasabo,Remera,peri_urban,apartment,4,6,57.7,brick,cement,iron_sheet,0,0,1,1,1,10.8,tarmac,0,79000,EICV5_synthetic
Gasabo,Shyorongi,urban,apartment,4,5,69.4,brick,earth,iron_sheet,1,1,0,1,0,3.0,murram,1,40000,EICV5_synthetic
Gasabo,Kacyiru,urban,standalone,1,3,22.2,concrete,cement,concrete,1,1,1,1,0,3.5,tarmac,0,114000,EICV5_synthetic
Gasabo,Bumbogo,peri_urban,apartment,2,4,51.1,concrete,cement,iron_sheet,0,1,0,1,0,11.0,murram,0,49000,EICV5_synthetic
Gasabo,Shyorongi,urban,shared_compound,3,5,46.7,concrete,cement,iron_sheet,1,1,1,1,1,3.1,tarmac,0,61000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,1,4,25.3,mixed,cement,tiles,1,1,1,1,1,1.7,tarmac,1,95000,EICV5_synthetic
Gasabo,Ndera,urban,apartment,2,3,34.7,brick,cement,iron_sheet,1,1,1,1,0,0.8,tarmac,1,187000,EICV5_synthetic
Gasabo,Bumbogo,urban,apartment,3,5,61.7,brick,tiles,iron_sheet,0,0,1,1,1,1.4,murram,1,98000,EICV5_synthetic
Gasabo,Kacyiru,urban,shared_compound,1,4,25.4,mixed,cement,concrete,1,1,1,1,0,3.7,murram,0,52000,EICV5_synthetic
Gasabo,Gatsata,urban,standalone,4,5,88.3,mixed,tiles,tiles,1,0,1,1,0,0.7,murram,1,40000,EICV5_synthetic
Gasabo,Remera,urban,standalone,4,5,77.3,brick,cement,tiles,1,1,1,1,0,2.8,tarmac,1,73000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,standalone,1,3,21.1,brick,tiles,iron_sheet,1,0,0,1,1,8.8,tarmac,0,25000,EICV5_synthetic
Gasabo,Shyorongi,urban,shared_compound,4,5,94.3,mixed,cement,iron_sheet,1,1,1,1,1,4.2,tarmac,0,50000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,1,4,21.9,brick,cement,iron_sheet,1,1,1,1,0,1.6,tarmac,1,40000,EICV5_synthetic
Gasabo,Remera,rural,apartment,2,4,35.0,mud_brick,cement,iron_sheet,0,1,1,1,0,16.6,footpath,0,53000,EICV5_synthetic
Gasabo,Kinyinya,urban,apartment,1,4,14.5,concrete,tiles,iron_sheet,1,1,0,1,0,3.7,tarmac,0,88000,EICV5_synthetic
Gasabo,Bumbogo,rural,standalone,2,3,50.5,mud_brick,cement,iron_sheet,0,0,1,1,0,18.0,murram,0,35000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,2,3,33.7,mixed,tiles,tiles,1,1,1,0,1,0.6,tarmac,1,94000,EICV5_synthetic
Gasabo,Nduba,urban,apartment,4,6,84.8,brick,cement,iron_sheet,1,1,1,1,0,4.3,murram,0,40000,EICV5_synthetic
Gasabo,Shyorongi,peri_urban,villa,3,5,73.6,mud_brick,cement,iron_sheet,1,0,1,1,0,7.2,murram,0,25000,EICV5_synthetic
Gasabo,Rusororo,urban,standalone,2,3,32.0,concrete,tiles,iron_sheet,1,1,0,0,0,1.3,murram,1,50000,EICV5_synthetic
Gasabo,Jali,urban,apartment,3,6,59.7,concrete,cement,tiles,1,1,1,1,0,4.7,tarmac,0,74000,EICV5_synthetic
Gasabo,Gikomero,rural,standalone,2,3,29.3,brick,cement,iron_sheet,1,0,0,0,0,21.4,murram,0,12000,EICV5_synthetic
Gasabo,Gatsata,urban,standalone,3,6,49.2,concrete,cement,concrete,1,0,0,1,1,3.1,tarmac,0,57000,EICV5_synthetic
Gasabo,Ndera,urban,shared_compound,1,4,23.1,mud_brick,tiles,tiles,1,1,1,1,0,2.5,tarmac,1,80000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,3,5,44.9,mixed,tiles,tiles,1,1,1,1,0,2.0,tarmac,1,78000,EICV5_synthetic
Gasabo,Bumbogo,peri_urban,standalone,1,4,15.5,mixed,earth,iron_sheet,0,0,0,1,1,3.5,murram,0,42000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,villa,3,4,68.0,mud_brick,cement,tiles,0,1,0,0,0,5.2,footpath,0,90000,EICV5_synthetic
Gasabo,Bumbogo,rural,apartment,2,3,37.4,mud_brick,earth,iron_sheet,0,1,1,1,0,8.4,murram,0,24000,EICV5_synthetic
Gasabo,Kacyiru,urban,standalone,2,3,50.2,mud_brick,cement,iron_sheet,1,0,1,0,1,4.0,tarmac,0,101000,EICV5_synthetic
Gasabo,Ndera,peri_urban,apartment,3,6,56.6,mud_brick,earth,iron_sheet,0,1,0,1,0,6.8,murram,0,129000,EICV5_synthetic
Gasabo,Gisozi,urban,standalone,2,3,29.6,brick,cement,iron_sheet,1,0,0,1,0,4.7,tarmac,0,60000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,apartment,3,4,65.0,mud_brick,cement,tiles,1,1,1,1,0,4.8,murram,0,49000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,shared_compound,1,4,17.9,mud_brick,cement,iron_sheet,0,1,1,1,0,10.0,footpath,0,59000,EICV5_synthetic
Gasabo,Gatsata,urban,shared_compound,4,5,98.9,brick,tiles,concrete,1,1,0,1,1,3.2,tarmac,0,53000,EICV5_synthetic
Gasabo,Kinyinya,urban,standalone,3,5,70.9,concrete,cement,iron_sheet,1,0,1,1,1,3.2,tarmac,0,59000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,standalone,2,3,41.0,brick,cement,tiles,1,1,1,1,0,8.8,murram,0,64000,EICV5_synthetic
Gasabo,Kimironko,urban,villa,5,8,72.8,concrete,cement,tiles,1,0,1,0,0,0.7,murram,1,209000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,2,3,32.4,brick,cement,iron_sheet,1,0,1,1,0,8.0,tarmac,0,82000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,3,4,73.2,mud_brick,earth,iron_sheet,1,1,1,1,0,10.5,footpath,0,46000,EICV5_synthetic
Gasabo,Kinyinya,peri_urban,apartment,3,6,58.2,brick,cement,iron_sheet,1,1,1,1,0,3.9,murram,0,43000,EICV5_synthetic
Gasabo,Gikomero,peri_urban,standalone,2,4,48.8,mud_brick,cement,iron_sheet,0,1,0,1,0,7.4,murram,0,30000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,1,4,23.0,concrete,tiles,iron_sheet,1,0,0,1,0,4.2,tarmac,0,83000,EICV5_synthetic
Gasabo,Jali,peri_urban,villa,2,4,45.1,brick,cement,iron_sheet,1,1,0,1,0,11.5,tarmac,0,25000,EICV5_synthetic
Gasabo,Shyorongi,urban,standalone,3,6,63.4,mud_brick,cement,tiles,1,0,1,1,1,3.1,tarmac,0,102000,EICV5_synthetic
Gasabo,Remera,urban,apartment,2,3,43.5,concrete,cement,iron_sheet,0,0,1,1,0,4.0,tarmac,0,58000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,3,4,78.6,concrete,cement,iron_sheet,1,1,0,1,0,1.9,tarmac,1,75000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,standalone,3,6,71.8,brick,cement,iron_sheet,0,0,1,1,0,8.6,footpath,0,61000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,shared_compound,3,6,46.1,mud_brick,cement,iron_sheet,0,1,0,1,0,4.3,footpath,0,28000,EICV5_synthetic
Gasabo,Nduba,peri_urban,apartment,2,4,38.7,brick,cement,iron_sheet,1,0,1,1,0,7.0,murram,0,25000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,apartment,4,6,64.9,concrete,cement,iron_sheet,0,0,1,0,1,4.7,murram,0,41000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,1,4,20.4,mixed,cement,iron_sheet,1,1,1,1,1,1.3,tarmac,1,40000,EICV5_synthetic
Gasabo,Bumbogo,peri_urban,shared_compound,4,7,88.7,brick,cement,iron_sheet,0,1,1,1,0,4.8,tarmac,0,46000,EICV5_synthetic
Gasabo,Remera,peri_urban,standalone,1,2,15.0,brick,cement,iron_sheet,1,1,1,1,0,9.6,tarmac,0,56000,EICV5_synthetic
Gasabo,Remera,urban,standalone,4,5,95.9,brick,cement,iron_sheet,0,1,1,1,1,2.0,tarmac,1,55000,EICV5_synthetic
Gasabo,Kinyinya,peri_urban,standalone,1,2,21.4,mud_brick,cement,tiles,0,1,1,1,0,10.6,murram,0,78000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,4,7,98.1,brick,cement,tiles,1,0,1,1,0,1.6,tarmac,1,78000,EICV5_synthetic
Gasabo,Ndera,peri_urban,apartment,3,5,55.6,mud_brick,earth,iron_sheet,1,0,0,1,1,5.0,murram,0,33000,EICV5_synthetic
Gasabo,Jabana,peri_urban,standalone,3,4,68.9,brick,cement,iron_sheet,0,0,1,1,0,4.6,murram,0,30000,EICV5_synthetic
Gasabo,Kimironko,rural,standalone,1,3,17.3,mud_brick,cement,iron_sheet,1,0,0,1,1,18.4,murram,0,35000,EICV5_synthetic
Gasabo,Nduba,urban,apartment,4,6,90.9,brick,cement,iron_sheet,1,1,1,1,1,3.6,tarmac,0,65000,EICV5_synthetic
Gasabo,Jabana,peri_urban,standalone,3,4,60.6,brick,tiles,tiles,0,0,1,1,0,5.4,footpath,0,158000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,apartment,1,4,22.6,brick,tiles,tiles,1,1,1,1,0,6.0,murram,0,74000,EICV5_synthetic
Gasabo,Jali,peri_urban,standalone,2,4,35.9,mud_brick,cement,iron_sheet,1,0,1,0,1,11.0,murram,0,33000,EICV5_synthetic
Gasabo,Jabana,urban,standalone,2,5,45.2,brick,cement,concrete,1,1,0,1,0,4.9,tarmac,0,51000,EICV5_synthetic
Gasabo,Remera,peri_urban,villa,2,4,44.7,brick,tiles,iron_sheet,1,1,1,0,0,10.2,murram,0,25000,EICV5_synthetic
Gasabo,Kacyiru,rural,standalone,1,3,16.6,brick,cement,grass,1,1,0,1,1,17.2,footpath,0,71000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,2,5,49.4,concrete,tiles,iron_sheet,0,1,1,1,1,5.0,footpath,0,35000,EICV5_synthetic
Gasabo,Kacyiru,urban,apartment,2,3,31.8,mixed,cement,iron_sheet,1,1,1,1,1,4.0,tarmac,0,99000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,apartment,2,4,53.6,brick,earth,iron_sheet,1,0,1,1,0,9.7,tarmac,0,67000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,1,4,16.0,brick,cement,iron_sheet,0,0,1,0,0,7.2,footpath,0,25000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,3,4,78.7,brick,cement,iron_sheet,0,0,0,1,1,3.8,murram,0,78000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,apartment,1,2,14.4,brick,tiles,iron_sheet,1,0,1,1,0,5.9,tarmac,0,73000,EICV5_synthetic
Gasabo,Bumbogo,urban,shared_compound,2,4,32.0,mud_brick,cement,iron_sheet,1,1,0,1,0,0.6,tarmac,1,89000,EICV5_synthetic
Gasabo,Bumbogo,rural,standalone,1,2,15.5,mixed,earth,grass,1,0,1,0,1,14.6,footpath,0,40000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,2,4,33.9,brick,cement,iron_sheet,1,1,1,1,0,8.2,murram,0,46000,EICV5_synthetic
Gasabo,Ndera,urban,apartment,2,5,44.3,brick,cement,tiles,1,1,0,1,0,4.6,tarmac,0,40000,EICV5_synthetic
Gasabo,Shyorongi,peri_urban,apartment,3,6,50.1,mixed,cement,iron_sheet,1,1,1,1,1,6.0,tarmac,0,48000,EICV5_synthetic
Gasabo,Shyorongi,urban,standalone,4,5,62.8,mixed,tiles,tiles,1,1,1,1,0,2.2,tarmac,1,72000,EICV5_synthetic
Gasabo,Shyorongi,peri_urban,shared_compound,3,6,68.9,brick,earth,iron_sheet,1,1,1,1,1,7.8,tarmac,0,25000,EICV5_synthetic
Gasabo,Kimironko,urban,apartment,3,5,77.5,brick,earth,iron_sheet,1,1,0,1,1,2.2,tarmac,1,40000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,3,5,45.4,concrete,cement,tiles,0,0,0,1,1,1.5,tarmac,1,42000,EICV5_synthetic
Gasabo,Jali,urban,apartment,3,5,45.4,mixed,earth,iron_sheet,1,1,1,1,0,0.9,tarmac,1,78000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,3,6,50.6,brick,tiles,iron_sheet,1,1,1,1,0,0.9,tarmac,1,98000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,apartment,3,4,56.9,brick,earth,iron_sheet,0,0,0,1,1,9.9,tarmac,0,27000,EICV5_synthetic
Gasabo,Gikomero,rural,apartment,3,5,68.5,mud_brick,earth,iron_sheet,0,0,1,1,0,12.5,footpath,0,40000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,apartment,2,5,41.8,brick,earth,iron_sheet,1,1,0,1,0,7.9,murram,0,27000,EICV5_synthetic
Gasabo,Shyorongi,urban,standalone,1,4,21.6,brick,cement,concrete,1,1,1,1,0,2.8,tarmac,1,40000,EICV5_synthetic
Gasabo,Ndera,urban,apartment,2,5,50.1,brick,earth,iron_sheet,1,1,0,0,0,1.3,tarmac,1,59000,EICV5_synthetic
Gasabo,Jabana,peri_urban,standalone,4,5,104.9,brick,cement,iron_sheet,1,0,0,1,0,10.4,murram,0,40000,EICV5_synthetic
Gasabo,Remera,peri_urban,apartment,2,3,44.4,concrete,cement,iron_sheet,1,0,0,1,0,8.7,murram,0,25000,EICV5_synthetic
Gasabo,Kimironko,rural,standalone,2,5,30.8,mud_brick,earth,grass,0,1,1,1,1,12.2,footpath,0,28000,EICV5_synthetic
Gasabo,Kinyinya,rural,standalone,2,3,38.5,mixed,cement,iron_sheet,1,0,0,0,0,15.2,murram,0,26000,EICV5_synthetic
Gasabo,Jabana,rural,standalone,2,3,51.2,mud_brick,earth,iron_sheet,0,0,1,1,1,23.3,footpath,0,30000,EICV5_synthetic
Gasabo,Shyorongi,urban,shared_compound,3,5,79.0,brick,tiles,tiles,1,1,1,0,1,2.2,murram,1,42000,EICV5_synthetic
Gasabo,Remera,urban,standalone,2,3,38.3,concrete,cement,iron_sheet,1,0,0,0,0,4.3,murram,0,89000,EICV5_synthetic
Gasabo,Gatsata,peri_urban,standalone,3,4,68.2,mud_brick,cement,iron_sheet,0,0,1,1,0,9.9,murram,0,85000,EICV5_synthetic
Gasabo,Kimironko,rural,standalone,2,4,34.8,mud_brick,cement,iron_sheet,1,1,1,1,0,19.1,footpath,0,25000,EICV5_synthetic
Gasabo,Jali,urban,standalone,2,5,53.9,brick,cement,iron_sheet,1,0,0,0,0,4.2,tarmac,0,40000,EICV5_synthetic
Gasabo,Jabana,peri_urban,standalone,2,3,47.0,mud_brick,tiles,tiles,0,1,0,0,0,8.5,footpath,0,38000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,standalone,2,3,42.9,brick,earth,iron_sheet,0,0,1,1,0,5.8,tarmac,0,62000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,2,4,37.3,mixed,cement,iron_sheet,0,0,1,0,0,4.4,tarmac,0,52000,EICV5_synthetic
Gasabo,Gikomero,urban,apartment,2,5,51.0,brick,cement,iron_sheet,1,1,0,1,0,4.7,tarmac,0,47000,EICV5_synthetic
Gasabo,Remera,urban,shared_compound,3,4,48.8,mud_brick,cement,tiles,1,1,1,1,0,3.6,tarmac,0,77000,EICV5_synthetic
Gasabo,Remera,peri_urban,apartment,4,6,103.6,mud_brick,cement,iron_sheet,0,0,1,0,1,9.5,footpath,0,25000,EICV5_synthetic
Gasabo,Remera,rural,apartment,1,4,25.8,mixed,earth,iron_sheet,1,0,1,1,1,9.3,murram,0,24000,EICV5_synthetic
Gasabo,Jali,urban,apartment,3,5,75.5,concrete,tiles,tiles,1,1,1,1,1,0.7,murram,1,174000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,1,4,26.0,brick,tiles,concrete,1,0,1,1,0,3.3,tarmac,0,40000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,2,3,41.3,mud_brick,cement,tiles,1,0,0,1,0,4.4,murram,0,108000,EICV5_synthetic
Gasabo,Remera,peri_urban,shared_compound,2,4,31.2,mixed,earth,iron_sheet,1,0,1,0,0,3.8,murram,0,49000,EICV5_synthetic
Gasabo,Kinyinya,urban,apartment,3,5,43.5,mud_brick,cement,iron_sheet,1,1,1,1,1,1.9,tarmac,1,91000,EICV5_synthetic
Gasabo,Kinyinya,peri_urban,shared_compound,1,2,22.2,brick,cement,iron_sheet,0,0,1,1,0,8.6,murram,0,56000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,apartment,1,2,15.4,brick,cement,iron_sheet,1,1,1,1,1,7.9,murram,0,180000,EICV5_synthetic
Gasabo,Gatsata,peri_urban,standalone,2,4,34.7,mud_brick,earth,tiles,1,0,1,1,1,5.4,murram,0,43000,EICV5_synthetic
Gasabo,Gatsata,peri_urban,standalone,2,3,37.4,mud_brick,earth,iron_sheet,1,0,1,1,1,10.8,murram,0,50000,EICV5_synthetic
